input,time
655,0.0008
656,0.0008
657,0.0008
658,0.0008
659,0.0008
660,0.0008
661,0.0008
662,0.0008
663,0.0008
664,0.0008
665,0.0008
666,0.0008
667,0.0008
668,0.0008
669,0.0008
670,0.0008
671,0.0008
672,0.0008
673,0.0008
674,0.0008
675,0.0008
676,0.0008
677,0.0008
678,0.0008
679,0.0009
680,0.0008
681,0.0009
682,0.0008
683,0.0008
684,0.0008
685,0.0008
686,0.0008
687,0.0008
688,0.0008
689,0.0008
690,0.0009
691,0.0009
692,0.0008
693,0.0009
694,0.0009
695,0.0009
696,0.0009
697,0.0009
698,0.0009
699,0.0009
700,0.0009
701,0.0009
702,0.0009
703,0.0009
704,0.0009
705,0.0009
706,0.0009
707,0.0009
708,0.0009
709,0.0009
710,0.0009
711,0.0009
712,0.0009
713,0.0009
714,0.0009
715,0.0009
716,0.0009
717,0.0009
718,0.0009
719,0.0009
720,0.0009
721,0.0009
722,0.0010
723,0.0009
724,0.0009
725,0.0009
726,0.0009
727,0.0009
728,0.0009
729,0.0010
730,0.0010
731,0.0009
732,0.0010
733,0.0010
734,0.0010
735,0.0010
736,0.0010
737,0.0010
738,0.0010
739,0.0010
740,0.0010
741,0.0010
742,0.0010
743,0.0011
744,0.0011
745,0.0010
746,0.0010
747,0.0010
748,0.0010
749,0.0010
750,0.0010
751,0.0010
752,0.0010
753,0.0010
754,0.0011
755,0.0010
756,0.0010
757,0.0010
758,0.0010
759,0.0010
760,0.0010
761,0.0010
762,0.0010
763,0.0010
764,0.0010
765,0.0010
766,0.0011
767,0.0010
768,0.0011
769,0.0011
770,0.0011
771,0.0011
772,0.0011
773,0.0011
774,0.0011
775,0.0011
776,0.0011
777,0.0011
778,0.0011
779,0.0011
780,0.0011
781,0.0011
782,0.0011
783,0.0011
784,0.0011
785,0.0011
786,0.0011
787,0.0011
788,0.0011
789,0.0011
790,0.0011
791,0.0011
792,0.0011
793,0.0012
794,0.0011
795,0.0011
796,0.0012
797,0.0011
798,0.0011
799,0.0011
800,0.0011
801,0.0012
802,0.0012
803,0.0012
804,0.0012
805,0.0012
806,0.0012
807,0.0012
808,0.0012
809,0.0012
810,0.0012
811,0.0012
812,0.0012
813,0.0012
814,0.0012
815,0.0012
816,0.0012
817,0.0012
818,0.0012
819,0.0012
820,0.0012
821,0.0012
822,0.0012
823,0.0012
824,0.0012
825,0.0012
826,0.0012
827,0.0012
828,0.0012
829,0.0012
830,0.0012
831,0.0012
832,0.0012
833,0.0012
834,0.0012
835,0.0012
836,0.0012
837,0.0012
838,0.0012
839,0.0013
840,0.0013
841,0.0013
842,0.0013
843,0.0013
844,0.0013
845,0.0013
846,0.0013
847,0.0013
848,0.0013
849,0.0013
850,0.0013
851,0.0013
852,0.0013
853,0.0014
854,0.0013
855,0.0013
856,0.0013
857,0.0013
858,0.0013
859,0.0013
860,0.0013
861,0.0013
862,0.0013
863,0.0013
864,0.0013
865,0.0013
866,0.0013
867,0.0013
868,0.0013
869,0.0014
870,0.0013
871,0.0014
872,0.0014
873,0.0014
874,0.0014
875,0.0014
876,0.0014
877,0.0014
878,0.0014
879,0.0014
880,0.0014
881,0.0014
882,0.0014
883,0.0014
884,0.0014
885,0.0014
886,0.0014
887,0.0014
888,0.0014
889,0.0014
890,0.0014
891,0.0014
892,0.0014
893,0.0014
894,0.0014
895,0.0014
896,0.0014
897,0.0014
898,0.0015
899,0.0014
900,0.0014
901,0.0014
902,0.0014
903,0.0015
904,0.0015
905,0.0015
906,0.0015
907,0.0015
908,0.0015
909,0.0015
910,0.0015
911,0.0015
912,0.0015
913,0.0015
914,0.0015
915,0.0015
916,0.0015
917,0.0015
918,0.0015
919,0.0016
920,0.0016
921,0.0015
922,0.0015
923,0.0016
924,0.0015
925,0.0016
926,0.0015
927,0.0015
928,0.0015
929,0.0016
930,0.0016
931,0.0015
932,0.0016
933,0.0016
934,0.0016
935,0.0016
936,0.0016
937,0.0016
938,0.0016
939,0.0016
940,0.0016
941,0.0016
942,0.0016
943,0.0016
944,0.0016
945,0.0016
946,0.0016
947,0.0016
948,0.0016
949,0.0016
950,0.0016
951,0.0016
952,0.0016
953,0.0016
954,0.0016
955,0.0016
956,0.0016
957,0.0016
958,0.0016
959,0.0017
960,0.0017
961,0.0017
962,0.0017
963,0.0017
964,0.0017
965,0.0017
966,0.0017
967,0.0017
968,0.0017
969,0.0017
970,0.0017
971,0.0017
972,0.0017
973,0.0017
974,0.0017
975,0.0017
976,0.0017
977,0.0017
978,0.0017
979,0.0017
980,0.0017
981,0.0017
982,0.0018
983,0.0017
984,0.0018
985,0.0017
986,0.0017
987,0.0018
988,0.0017
989,0.0018
990,0.0018
991,0.0018
992,0.0018
993,0.0018
994,0.0018
995,0.0018
996,0.0018
997,0.0018
998,0.0018
999,0.0018
1000,0.0019
1001,0.0019
1002,0.0018
1003,0.0018
1004,0.0018
1005,0.0018
1006,0.0018
1007,0.0018
1008,0.0018
1009,0.0018
1010,0.0018
1011,0.0019
1012,0.0020
1013,0.0020
1014,0.0020
1015,0.0020
1016,0.0020
1017,0.0020
1018,0.0020
1019,0.0020
1020,0.0020
1021,0.0019
1022,0.0019
1023,0.0019
1024,0.0019
1025,0.0019
1026,0.0019
1027,0.0019
1028,0.0019
1029,0.0019
1030,0.0019
1031,0.0019
1032,0.0019
1033,0.0019
1034,0.0019
1035,0.0019
1036,0.0019
1037,0.0019
1038,0.0019
1039,0.0019
1040,0.0019
1041,0.0019
1042,0.0019
1043,0.0019
1044,0.0019
1045,0.0020
1046,0.0020
1047,0.0020
1048,0.0020
1049,0.0020
1050,0.0020
1051,0.0020
1052,0.0020
1053,0.0020
1054,0.0020
1055,0.0020
1056,0.0020
1057,0.0020
1058,0.0020
1059,0.0020
1060,0.0020
1061,0.0020
1062,0.0020
1063,0.0020
1064,0.0020
1065,0.0020
1066,0.0020
1067,0.0020
1068,0.0021
1069,0.0020
1070,0.0021
1071,0.0020
1072,0.0021
1073,0.0021
1074,0.0021
1075,0.0021
1076,0.0021
1077,0.0021
1078,0.0021
1079,0.0021
1080,0.0021
1081,0.0021
1082,0.0021
1083,0.0021
1084,0.0021
1085,0.0021
1086,0.0021
1087,0.0021
1088,0.0021
1089,0.0021
1090,0.0021
1091,0.0021
1092,0.0021
1093,0.0022
1094,0.0021
1095,0.0021
1096,0.0022
1097,0.0022
1098,0.0022
1099,0.0022
1100,0.0022
1101,0.0022
1102,0.0022
1103,0.0022
1104,0.0022
1105,0.0022
1106,0.0022
1107,0.0022
1108,0.0022
1109,0.0022
1110,0.0022
1111,0.0022
1112,0.0022
1113,0.0022
1114,0.0022
1115,0.0022
1116,0.0022
1117,0.0022
1118,0.0023
1119,0.0023
1120,0.0022
1121,0.0023
1122,0.0023
1123,0.0023
1124,0.0023
1125,0.0023
1126,0.0023
1127,0.0023
1128,0.0023
1129,0.0023
1130,0.0023
1131,0.0023
1132,0.0023
1133,0.0023
1134,0.0023
1135,0.0023
1136,0.0023
1137,0.0023
1138,0.0023
1139,0.0024
1140,0.0026
1141,0.0024
1142,0.0024
1143,0.0024
1144,0.0024
1145,0.0026
1146,0.0026
1147,0.0025
1148,0.0025
1149,0.0024
1150,0.0024
1151,0.0024
1152,0.0024
1153,0.0024
1154,0.0024
1155,0.0024
1156,0.0024
1157,0.0024
1158,0.0024
1159,0.0024
1160,0.0024
1161,0.0024
1162,0.0024
1163,0.0025
1164,0.0025
1165,0.0025
1166,0.0025
1167,0.0025
1168,0.0025
1169,0.0025
1170,0.0025
1171,0.0025
1172,0.0025
1173,0.0025
1174,0.0025
1175,0.0025
1176,0.0025
1177,0.0025
1178,0.0025
1179,0.0025
1180,0.0025
1181,0.0025
1182,0.0025
1183,0.0025
1184,0.0026
1185,0.0026
1186,0.0025
1187,0.0025
1188,0.0025
1189,0.0025
1190,0.0025
1191,0.0025
1192,0.0025
1193,0.0026
1194,0.0026
1195,0.0026
1196,0.0026
1197,0.0026
1198,0.0026
1199,0.0026
1200,0.0026
1201,0.0026
1202,0.0028
1203,0.0028
1204,0.0026
1205,0.0027
1206,0.0026
1207,0.0027
1208,0.0026
1209,0.0026
1210,0.0026
1211,0.0026
1212,0.0026
1213,0.0026
1214,0.0026
1215,0.0026
1216,0.0027
1217,0.0027
1218,0.0027
1219,0.0027
1220,0.0027
1221,0.0027
1222,0.0027
1223,0.0027
1224,0.0027
1225,0.0027
1226,0.0027
1227,0.0027
1228,0.0027
1229,0.0027
1230,0.0027
1231,0.0027
1232,0.0027
1233,0.0027
1234,0.0027
1235,0.0027
1236,0.0027
1237,0.0027
1238,0.0028
1239,0.0028
1240,0.0027
1241,0.0028
1242,0.0028
1243,0.0028
1244,0.0028
1245,0.0028
1246,0.0028
1247,0.0028
1248,0.0028
1249,0.0028
1250,0.0028
1251,0.0028
1252,0.0028
1253,0.0028
1254,0.0028
1255,0.0028
1256,0.0028
1257,0.0028
1258,0.0028
1259,0.0029
1260,0.0029
1261,0.0029
1262,0.0029
1263,0.0029
1264,0.0029
1265,0.0029
1266,0.0029
1267,0.0029
1268,0.0029
1269,0.0029
1270,0.0029
1271,0.0029
1272,0.0029
1273,0.0029
1274,0.0029
1275,0.0029
1276,0.0030
1277,0.0029
1278,0.0029
1279,0.0029
1280,0.0029
1281,0.0029
1282,0.0029
1283,0.0030
1284,0.0030
1285,0.0030
1286,0.0030
1287,0.0030
1288,0.0030
1289,0.0030
1290,0.0030
1291,0.0030
1292,0.0030
1293,0.0030
1294,0.0030
1295,0.0030
1296,0.0030
1297,0.0030
1298,0.0031
1299,0.0031
1300,0.0030
1301,0.0030
1302,0.0030
1303,0.0030
1304,0.0031
1305,0.0030
1306,0.0031
1307,0.0031
1308,0.0031
1309,0.0031
1310,0.0031
1311,0.0031
1312,0.0031
1313,0.0031
1314,0.0031
1315,0.0031
1316,0.0031
1317,0.0031
1318,0.0031
1319,0.0031
1320,0.0031
1321,0.0031
1322,0.0031
1323,0.0031
1324,0.0031
1325,0.0031
1326,0.0032
1327,0.0032
1328,0.0032
1329,0.0032
1330,0.0032
1331,0.0032
1332,0.0032
1333,0.0032
1334,0.0032
1335,0.0032
1336,0.0032
1337,0.0032
1338,0.0032
1339,0.0032
1340,0.0032
1341,0.0032
1342,0.0033
1343,0.0032
1344,0.0032
1345,0.0033
1346,0.0032
1347,0.0033
1348,0.0033
1349,0.0033
1350,0.0033
1351,0.0033
1352,0.0033
1353,0.0033
1354,0.0033
1355,0.0034
1356,0.0033
1357,0.0034
1358,0.0033
1359,0.0033
1360,0.0034
1361,0.0033
1362,0.0033
1363,0.0033
1364,0.0033
1365,0.0033
1366,0.0034
1367,0.0034
1368,0.0033
1369,0.0034
1370,0.0034
1371,0.0034
1372,0.0034
1373,0.0034
1374,0.0034
1375,0.0034
1376,0.0034
1377,0.0034
1378,0.0034
1379,0.0034
1380,0.0034
1381,0.0034
1382,0.0034
1383,0.0034
1384,0.0034
1385,0.0034
1386,0.0034
1387,0.0035
1388,0.0035
1389,0.0035
1390,0.0035
1391,0.0035
1392,0.0035
1393,0.0035
1394,0.0035
1395,0.0035
1396,0.0035
1397,0.0035
1398,0.0035
1399,0.0035
1400,0.0036
1401,0.0035
1402,0.0035
1403,0.0035
1404,0.0035
1405,0.0036
1406,0.0036
1407,0.0036
1408,0.0036
1409,0.0036
1410,0.0036
1411,0.0036
1412,0.0036
1413,0.0036
1414,0.0036
1415,0.0037
1416,0.0036
1417,0.0036
1418,0.0036
1419,0.0036
1420,0.0036
1421,0.0036
1422,0.0036
1423,0.0036
1424,0.0036
1425,0.0036
1426,0.0037
1427,0.0037
1428,0.0037
1429,0.0037
1430,0.0037
1431,0.0037
1432,0.0037
1433,0.0037
1434,0.0037
1435,0.0037
1436,0.0037
1437,0.0037
1438,0.0037
1439,0.0037
1440,0.0037
1441,0.0037
1442,0.0037
1443,0.0038
1444,0.0037
1445,0.0038
1446,0.0038
1447,0.0038
1448,0.0038
1449,0.0038
1450,0.0038
1451,0.0038
1452,0.0039
1453,0.0038
1454,0.0038
1455,0.0038
1456,0.0038
1457,0.0038
1458,0.0038
1459,0.0038
1460,0.0038
1461,0.0038
1462,0.0038
1463,0.0038
1464,0.0038
1465,0.0038
1466,0.0039
1467,0.0039
1468,0.0039
1469,0.0039
1470,0.0039
1471,0.0039
1472,0.0039
1473,0.0039
1474,0.0039
1475,0.0039
1476,0.0039
1477,0.0039
1478,0.0039
1479,0.0039
1480,0.0040
1481,0.0040
1482,0.0040
1483,0.0040
1484,0.0040
1485,0.0040
1486,0.0040
1487,0.0040
1488,0.0040
1489,0.0040
1490,0.0040
1491,0.0040
1492,0.0040
1493,0.0040
1494,0.0040
1495,0.0040
1496,0.0040
1497,0.0040
1498,0.0040
1499,0.0040
1500,0.0040
1501,0.0043
1502,0.0042
1503,0.0043
1504,0.0041
1505,0.0041
1506,0.0041
1507,0.0041
1508,0.0041
1509,0.0041
1510,0.0041
1511,0.0041
1512,0.0041
1513,0.0041
1514,0.0041
1515,0.0041
1516,0.0041
1517,0.0042
1518,0.0041
1519,0.0041
1520,0.0041
1521,0.0042
1522,0.0042
1523,0.0042
1524,0.0042
1525,0.0042
1526,0.0042
1527,0.0042
1528,0.0042
1529,0.0043
1530,0.0042
1531,0.0042
1532,0.0042
1533,0.0042
1534,0.0043
1535,0.0043
1536,0.0043
1537,0.0042
1538,0.0043
1539,0.0043
1540,0.0043
1541,0.0043
1542,0.0043
1543,0.0043
1544,0.0043
1545,0.0043
1546,0.0043
1547,0.0043
1548,0.0043
1549,0.0043
1550,0.0043
1551,0.0047
1552,0.0045
1553,0.0044
1554,0.0043
1555,0.0043
1556,0.0044
1557,0.0044
1558,0.0044
1559,0.0044
1560,0.0044
1561,0.0044
1562,0.0044
1563,0.0044
1564,0.0044
1565,0.0044
1566,0.0044
1567,0.0044
1568,0.0044
1569,0.0044
1570,0.0044
1571,0.0044
1572,0.0044
1573,0.0045
1574,0.0045
1575,0.0045
1576,0.0047
1577,0.0049
1578,0.0050
1579,0.0046
1580,0.0045
1581,0.0045
1582,0.0045
1583,0.0045
1584,0.0045
1585,0.0045
1586,0.0045
1587,0.0045
1588,0.0045
1589,0.0045
1590,0.0046
1591,0.0046
1592,0.0046
1593,0.0046
1594,0.0046
1595,0.0046
1596,0.0046
1597,0.0046
1598,0.0046
1599,0.0046
1600,0.0046
1601,0.0046
1602,0.0046
1603,0.0046
1604,0.0046
1605,0.0046
1606,0.0047
1607,0.0047
1608,0.0046
1609,0.0046
1610,0.0047
1611,0.0048
1612,0.0052
1613,0.0051
1614,0.0047
1615,0.0047
1616,0.0048
1617,0.0050
1618,0.0049
1619,0.0051
1620,0.0048
1621,0.0047
1622,0.0048
1623,0.0047
1624,0.0047
1625,0.0048
1626,0.0048
1627,0.0048
1628,0.0048
1629,0.0048
1630,0.0048
1631,0.0048
1632,0.0048
1633,0.0048
1634,0.0048
1635,0.0048
1636,0.0048
1637,0.0048
1638,0.0049
1639,0.0048
1640,0.0048
1641,0.0048
1642,0.0049
1643,0.0051
1644,0.0053
1645,0.0054
1646,0.0053
1647,0.0053
1648,0.0053
1649,0.0052
1650,0.0049
1651,0.0049
1652,0.0054
1653,0.0053
1654,0.0052
1655,0.0050
1656,0.0054
1657,0.0050
1658,0.0050
1659,0.0050
1660,0.0050
1661,0.0050
1662,0.0050
1663,0.0050
1664,0.0050
1665,0.0050
1666,0.0050
1667,0.0050
1668,0.0050
1669,0.0050
1670,0.0050
1671,0.0050
1672,0.0051
1673,0.0050
1674,0.0051
1675,0.0051
1676,0.0051
1677,0.0051
1678,0.0051
1679,0.0055
1680,0.0052
1681,0.0054
1682,0.0056
1683,0.0057
1684,0.0056
1685,0.0056
1686,0.0056
1687,0.0056
1688,0.0056
1689,0.0056
1690,0.0053
1691,0.0054
1692,0.0052
1693,0.0052
1694,0.0052
1695,0.0052
1696,0.0052
1697,0.0052
1698,0.0052
1699,0.0052
1700,0.0052
1701,0.0052
1702,0.0052
1703,0.0052
1704,0.0052
1705,0.0052
1706,0.0052
1707,0.0052
1708,0.0053
1709,0.0053
1710,0.0053
1711,0.0053
1712,0.0053
1713,0.0053
1714,0.0053
1715,0.0053
1716,0.0053
1717,0.0053
1718,0.0053
1719,0.0053
1720,0.0053
1721,0.0054
1722,0.0054
1723,0.0054
1724,0.0054
1725,0.0054
1726,0.0054
1727,0.0054
1728,0.0056
1729,0.0054
1730,0.0054
1731,0.0054
1732,0.0054
1733,0.0054
1734,0.0055
1735,0.0055
1736,0.0054
1737,0.0055
1738,0.0055
1739,0.0055
1740,0.0054
1741,0.0055
1742,0.0055
1743,0.0055
1744,0.0055
1745,0.0055
1746,0.0055
1747,0.0058
1748,0.0055
1749,0.0055
1750,0.0055
1751,0.0055
1752,0.0055
1753,0.0055
1754,0.0055
1755,0.0055
1756,0.0056
1757,0.0055
1758,0.0056
1759,0.0056
1760,0.0056
1761,0.0056
1762,0.0057
1763,0.0056
1764,0.0056
1765,0.0057
1766,0.0056
1767,0.0056
1768,0.0056
1769,0.0056
1770,0.0057
1771,0.0057
1772,0.0057
1773,0.0057
1774,0.0057
1775,0.0058
1776,0.0057
1777,0.0057
1778,0.0057
1779,0.0057
1780,0.0057
1781,0.0057
1782,0.0058
1783,0.0058
1784,0.0058
1785,0.0058
1786,0.0058
1787,0.0058
1788,0.0058
1789,0.0058
1790,0.0058
1791,0.0059
1792,0.0060
1793,0.0059
1794,0.0059
1795,0.0059
1796,0.0059
1797,0.0059
1798,0.0059
1799,0.0060
1800,0.0059
1801,0.0060
1802,0.0060
1803,0.0060
1804,0.0060
1805,0.0060
1806,0.0060
1807,0.0060
1808,0.0061
1809,0.0061
1810,0.0061
1811,0.0061
1812,0.0061
1813,0.0061
1814,0.0061
1815,0.0061
1816,0.0062
1817,0.0062
1818,0.0062
1819,0.0062
1820,0.0062
1821,0.0062
1822,0.0063
1823,0.0063
1824,0.0063
1825,0.0063
1826,0.0063
1827,0.0064
1828,0.0063
1829,0.0063
1830,0.0063
1831,0.0063
1832,0.0064
1833,0.0064
1834,0.0064
1835,0.0064
1836,0.0064
1837,0.0064
1838,0.0064
1839,0.0065
1840,0.0065
1841,0.0065
1842,0.0065
1843,0.0065
1844,0.0065
1845,0.0065
1846,0.0066
1847,0.0066
1848,0.0066
1849,0.0066
1850,0.0066
1851,0.0067
1852,0.0067
1853,0.0067
1854,0.0067
1855,0.0068
1856,0.0067
1857,0.0068
1858,0.0068
1859,0.0068
1860,0.0068
1861,0.0068
1862,0.0069
1863,0.0069
1864,0.0069
1865,0.0069
1866,0.0069
1867,0.0069
1868,0.0069
1869,0.0070
1870,0.0070
1871,0.0070
1872,0.0070
1873,0.0070
